index,text,emotion
742,बेस्ट हो तुम,happy
743,बेहतरीन,happy
744,बेहतरीन ऐप है भाई,happy
745,बैंगलोर की ट्रेन मिल गई यीपी,happy
746,बैंगलोर में कोई भी होटल बुक कर दो,neutral
747,बैलों ने नांद में मुंह डाला तो फीका-फीका न कोई चिकनाहट न कोई रस,disgust
748,बोली – “कैसे नमक-हराम बैल हैं कि एक दिन वहां काम न किया भाग खड़े हुए”,disgust
749,बोले-यहाँ तक हो गया इस छोकरे का यह साहस,angry
750,भाइयों मैं अकेली किसी कोने में पड़ी रहूँगी और किसी को भी तंग नहीं करूंगी,fear
751,भाई तूने मेरी बहुत हेल्प की है,happy
752,भाई मुझे एक बात बताओ,neutral
753,भाई तू क्यों जिद कर रहा है,angry
754,भूक लगी है और अब तक डिलीवर नहीं किया खाना,sad
755,भूतिया घर के पास से गुजरते हुए उसके पैर कांपने लगे और उसे लगा कि कोई अदृश्य शक्ति उसे अपनी ओर खींच रही है।,fear
756,भैया न रहे तो चिड़िया पेड़ और पानी को पा कर भी मैं क्या करूँगी,fear
757,मक्कार ने मुझे बेकार के लालच में डाल दिया,disgust
758,मजदूर ने रो कर कहा 'भगवान के लिए मुझे छोड़ दो,fear
759,मज़ा आ गया भाई  पैसे ख़तम भी हो गए पर चैनल्स अभी भी चल रहे,happy
760,मजा आ गया यार,happy
761,मज़ा नहीं आया इस बार,sad
762,मदद करने के लिए शुक्रिया,happy
763,मदद के लिए धन्यवाद,happy
764,मन प्रसन्न हो गया मेरा,happy
765,मम्मी रिमझिम की खुशी देखकर मुस्कुरा दी,happy
766,मर्दाने में गाना-बजाना हो रहा था,neutral
767,मस्त बारिश हुई आज वाह,happy
768,मस्त होटल था यार,happy
769,महमूद गिनता है एक-दो दस-बारह उसके पास बारह पैसे हैं,neutral
770,महमूद सिपाही लेता है खाकी वर्दी और लाल पगड़ीवाला कंधे पर बंदूक रखे हुए मालूम होता है अभी कवायद किये चला आ रहा है,neutral
771,महमूद- और मेरा सिपाही घर का पहरा देगा कोई चोर आयेगा तो फौरन बंदूक से फैर कर देगा,neutral
772,महमूद नूरे और सम्मी खूब तालियाँ बजा-बजाकर हँसते हैं,happy
773,महादेव का हृदय उछलने लगा,surprise
774,महादेव ने सिर उठाकर जो पिंजड़े की ओर देखा तो उसका कलेजा सन्न-से हो गया,fear
775,महादेव प्रफुल्लित हो कर दौड़ा और पिंजड़े को उठा कर बोला-'आओ आत्माराम तुमने कष्ट तो बहुत दिया पर मेरा जीवन भी सफल कर दिया,happy
776,महाराज ने दीवान साहब का मुलाहजा किया नहीं तो उसे हिरासत में डलवा देते,fear
777,महारानी मसनद टेककर उठ बैठीं और तिरस्कार-भरे स्वर में बोलीं 'अगर तुमने सोचा था कि मैं तुम्हारे आँसू पोंछूँगी तो तुमने भूल की,angry
778,महीनों कपड़े न बदलती सिर में तेल न डालती,sad
779,माँ जैसे ही दवा की गोली मुँह में रखने लगी तो गोली हाथ से छूट गयी,surprise
780,माँ ने जैसे ही चाय का घूँट लिया तो उसमे चीनी थी ही नहीं |अरे,surprise
781,माँगे का ही तो भरोसा ठहरा,neutral
782,माता-पिता उसकी दशा देख कर मन ही मन कुढ़-कुढ़ कर रह जाते थे,fear
783,मादरचोद,angry
784,मारे क्रोध के उन्होंने मरे हुए बैल पर और दुर्रे लगाये और कोसने लगे-अभागे,angry
785,माशा अल्लाह,happy
786,माशा अल्लाह क्या काम किया है तुमने,happy
787,मुझ पर झूठा चोरी का आरोप लगा रहे हो और बेईमानी से मुझसे हजार अशर्फियाँ ऐंठना चाहते हो,disgust
788,मुझ पर दया करो और मेरा माल मुझे दे दो,fear
789,मुझे इस खराब और सड़े हुए खाद्य पदार्थ से बहुत नफरत हो रही है।,disgust
790,मुझे इस गंदे और सड़े हुए खाद्य पदार्थ को देखकर नफरत हो रही है।,disgust
791,मुझे इस गंदे कपड़े को छूने से भी नफरत है।,disgust
792,मुझे इस गंदे पानी में हाथ डालने से भी नफरत है।,disgust
793,मुझे इस गंदे बर्तन को देखकर नफरत हो रही है।,disgust
794,मुझे इस तरह की बदबू सहन नहीं हो रही है।,disgust
795,मुझे इस सूखे हुए भोजन को देखकर नफरत हो रही है।,disgust
796,मुझे ऐसा मालूम हो रहा है कि वह स्वर्ग की देवी है और केवल मुझ-जैसे दुर्बल प्राणी की रक्षा करने के लिए भेजी गयी है,happy
797,मुझे कुछ समझ में नहीं आ रहा है,angry
798,मुझे क्या और कोई काम नहीं है क्या?,surprise
799,मुझे तुम से बहुत शिकायत है,angry
800,मुझे तुमसे और एक्सपेक्टेशंस थी,sad
801,मुझे तुमसे बात नहीं करनी है,angry
802,मुझे तुमसे ये उम्मीद नहीं थी,sad
803,मुझे तेरे से और उम्मीद थी यार,sad
804,मुझे तो ये एप्प बहुत अच्छा लगता है,happy
805,मुझे पता चला कि मेरे भाई ने नौकरी पा ली है।,surprise
806,मुझे फ्लाइट का टिकट मिल गया वाह,happy
807,मुझे बहुत गुस्सा आ रहा है,angry
808,मुझे ये एप्प बिलकुल अच्छा नहीं लगा,sad
809,मुझे सेफ फील नहीं हो रहा था,sad
810,मुँह में जबान नहीं है,angry
811,मूड ऑफ कर दिया,sad
812,मेरा अकाउंट कब तक चलेगा,neutral
813,मेरा एक काम कर दो,neutral
814,मेरा एक सवाल है,neutral
815,मेरा कैब कैंसिल कर दो,neutral
816,मेरा टाइम बर्बाद कर दिया,angry
817,मेरा ट्रैन टिकट बुक हो गया वाओ ! !,happy
818,मेरा दिमाग ख़राब मत कर और तुरंत रिचार्ज कर,angry
819,मेरा दिमाग खराब हो गया है इसे रास्ता बताते,angry
820,मेरा पैक कब तक चलेगा,neutral
821,मेरा फ्लाइट आखिरकार बुक हो गया हुर्रे ! !,happy
822,मेरा बैलेंस कैसे ख़तम हो सकता है पागल,angry
823,मेरा लड़का ऐसा नालायक होता तो उसका मुँह न देखती,angry
824,मेरा होटल में स्टे अच्छा नहीं था,sad
825,मेरी किस्मत इतनी ख़राब कैसे है,sad
826,मेरी कैब क्यों नहीं आ रही है,angry
827,मेरी ट्रैन का स्टेटस पता करो,neutral
828,मेरी ट्रैन टाइम से चल रही है ना,neutral
829,मेरी फ्लाइट २ घंटा डिले हो गयी,sad
830,मेरी फ्लाइट का क्या स्टेटस है,neutral
831,मेरी फ्लाइट लेट क्यों हुई है,neutral
832,मेरी बुकिंग हो गई क्या,neutral
833,मेरी यात्रा कुशल मंगल थी धन्यवाद,happy
834,मेरी रक्षा उसके लिए आवश्यक है,neutral
835,मेरे अकाउंट का बैलेंस बताये जरा,neutral
836,मेरे अकाउंट में कितना बैलेंस बचा है,neutral
837,मेरे अकाउंट में कितना बैलेंस है,neutral
838,मेरे अकाउंट में कितना राशि बचा है,neutral
839,मेरे अकाउंट से पैसे कैसे कट गए,neutral
840,मेरे को अपने आस पास की होटल दिखाओ,neutral
841,मेरे को एक मदद चाहिए था,neutral
842,मेरे को तुम्हारा सर्विस उतना अच्छा नहीं लगा,sad
843,मेरे को तुम्हारा सर्विस पसंद नहीं आया,sad
844,मेरे चले जाने से इनका सर्वनाश हो जायगा,fear
845,मेरे जन्मदिन पर दोस्तों ने अचानक पार्टी रखी तो मैं हैरान रह गया।,surprise
846,मेरे ट्रैन का बुकिंग फेल हो रहा है बार बार,angry
847,मेरे फ्लाइट  का बुकिंग फेल हो रहा है बार बार,angry
848,मेरे बच्चे को क्या हो गया,fear
849,मेहरबानी आपकी,happy
850,मै अनसैटिस्फाइड हू,sad
851,मैं अब जिन्दगी-भर मातम नहीं मना सकता,angry
852,मै आगे कैसे बढू,neutral
853,मैं इसी चिंता में हूँ कि इन्हें कैसे प्राप्त करूँ,fear
854,मैं उनकी सुरक्षा के लिए डरती रहती हूँ,fear
855,मैं उन्हें कैसे बताता कि मैं कौन हूँ जान बचा कर इधर-उधर भागने लगा,fear
856,मैं कह भी क्या सकता था,fear
857,मै काफी थक गया आज,neutral
858,मै खुश हुआ,happy
859,मै तंग आ चुका हू,angry
860,मै तुमसे नाखुश हू,sad
861,मै तुमसे बहुत क्रोधित हु,angry
862,मै तो बहुत खुश हूँ ये एप्प यूस करके,happy
863,मैं तो यह नहीं पहचानती कि उन पत्थरों में कौन-से मेरे भाई हैं,surprise
864,मै नाराज हु,sad
865,मै निराश हू,sad
866,मैं पिंजड़े में बंद रहती हूँ किंतु संसार की कोई बात नहीं जो मुझे मालूम नहीं है,surprise
867,मै पेमेंट कैसे करू,neutral
868,मै बहुत पीड़ित हु,sad
869,मैं बिलकुल संतुष्ट हूँ इनके सर्विस से,happy
870,मैं सिर झुका कर सब कुछ सुनता रहा,fear
871,मैं सुनकर दंग रह गया कि तुमने इतने कम समय में इतनी प्रगति कर ली।,surprise
872,मै सैटिस्फाइड नहीं हु,sad
873,मैं ही आपके कुल की कलंकिनी हूँ,disgust
874,मैना बहुत घबरा गयी थी,fear
875,मैना बुरी तरह से भीड़ गयी और घबरा कर दूसरी डाल पर जा बैठी,fear
876,मैंने 10 बार कम्प्लेन की है लेकिन कुछ हल नहीं निकल रहा,angry
877,मैंने उसका दामन पकड़ लिया और आँखों में आँसू भर कर चिंचियाने लगा जैसे उससे प्राण रक्षा की भीख माँग रहा हूँ,fear
878,मैंने उसके साथ ऐसा सद्व्यवहार किया और उसने मुझे इसका ऐसा बदला दिया,disgust
879,मैंने जो कैब बुक की थी वह दिखा क्यों नहीं रहा,neutral
880,मैंने देखा कि मेरी खिड़की के बाहर एक इंद्रधनुष है।,surprise
881,मैंने देखा कि मेरी टेबल पर एक उपहार रखा है।,surprise
882,मैंने देखा कि मेरे पास एक अजीब सिक्का है।,surprise
883,मैंने देखा कि मेरे पास एक अजीब सिक्का है।,surprise
884,मैंने देखा कि मेरे बगीचे में नए पौधे उग आए हैं।,surprise
885,मैंने देखा कि मेरे बगीचे में नए फूल खिले हैं।,surprise
886,मोह की इससे सुंदर इससे सजीव इससे भावमय कल्पना नहीं की जा सकती,neutral
887,मोहसिन कहता है- मेरा भिश्ती रोज पानी दे जायगा साँझ-सबेरे,neutral
888,मोहसिन के पास एक दो तीन आठ नौ पंद्रह पैसे हैं,neutral
889,मोहसिन को भिश्ती पसंद आया,neutral
890,मौसम क्या सुहाना है,neutral
891,यद्यपि अभी कोष के हाथ से निकल जाने का भय था पर अभिलाषाओं ने अपना काम शुरू कर दिया,fear
892,यह आदमी नहीं पेड़ गा रहे हैं,surprise
893,यह एक बड़े बादशाह का पुत्र है और जादू के कारण इस दशा को पहुँचा है!,surprise
894,यह कब तक नहीं साफ होगा? इतनी गंदगी देखकर नफरत हो रही है।,disgust
895,यह क्या तुमने अपनी गत बना रखी है,angry
896,यह क्या पेश किया गया है,surprise
897,यह खाना तो बिल्कुल बुरा है मुझे इसे देखकर ही घिन आ रही है।,disgust
898,यह गंदगी इतनी भयानक है कि मुझे यहाँ रहना नहीं आता।,disgust
899,यह गंदगी इतनी भयानक है कि मैं यहाँ बैठ भी नहीं सकती।,disgust
900,यह गंदगी और बदबू मेरे लिए सहन करने लायक नहीं है।,disgust
901,यह गंदा और बासी भोजन मुझे बहुत ही नफरतजनक लग रहा है।,disgust
902,यह झील का पानी तो बहुत गंदा है इसमें तो कोई तैर भी नहीं सकता।,disgust
903,यह तो अविश्वसनीय है कि तुमने इतनी बड़ी उपलब्धि हासिल कर ली।,surprise
904,यह तो खराब हुआ,sad
905,यह तो बहुत अच्छा ऐप है,happy
906,यह तो बहुत ही अजीब और नफरतजनक है।,disgust
907,यह तो बहुत ही गंदा और नफरतजनक लग रहा है।,disgust
908,यह तो बहुत ही गंदा है मैं इसे छू भी नहीं सकती।,disgust
909,यह फैसला सुनते ही जुम्मन सन्नाटे में आ गये,surprise
910,यह बदबू और गंदगी तो मेरे लिए पूरी तरह से नफरतजनक है।,disgust
911,यह बासी और सड़ा हुआ खाना तो बिल्कुल भी खा नहीं सकती।,disgust
912,यह बासी खाना बहुत ही नफरतजनक और अस्वीकार्य है।,disgust
913,यह बासी खाना बहुत ही नफरतजनक है।,disgust
914,यह लोग क्यों इतना धीरे-धीरे चल रहे हैं,neutral
915,यह सड़ा हुआ खाना तो बिल्कुल भी सहन नहीं हो रहा।,disgust
916,यह हैजा-प्लेग आदि व्याधियाँ दुष्कर्मों के ही दंड हैं,angry
917,यह होटल काफी अच्छा था,happy
918,यहाँ तो घंटों चीजें जमा करते लगेंगे,neutral
919,यही तो बिसात है और ईद का त्यौहार अल्लाह ही बेड़ा पार लगावे,neutral
920,यार कब होगा रिचार्ज मेरे अकाउंट का,sad
921,यार कही घूमने चलते है,neutral
922,यार कुछ पल्ले ही नहीं पर रहा,angry
923,यार क्या घटिया सर्विस है,angry
924,यार क्या बकवास कर रहे हो तुम,angry
925,यार फ्लाइट ने जीना हराम कर दिए है,sad
926,यार बार बार इंडिका ही क्यों बुक होता है,angry
927,यार मेरी दिक्कत क्यों नहीं समझ रहे,sad
928,यार मेरे पैसे वापस कब मिलेंगे,sad
929,यार मै बहुत परेशान हो गया हु,sad
930,यार ये तो मख्खन जैसा काम करता है,happy
931,यार ये बहुत सही चीज़ है,happy
932,यीपी  ! ! ! मुझे सस्ती फ्लाइट मिल,happy
933,यीपी ! ! ! मेरा फ्लाइट आखिरकार बुक हो गया,happy
934,यीपी ! ! ! मै जल्दी घर आ गया,happy
935,यू अरे सो स्वीट,happy
936,यू आर गुड,happy
937,यू आर द बेस्ट,happy
938,यूज़लेस,angry
939,यूज़लेस एप,angry
940,ये एप्प इस्तेमाल करके देखे,neutral
941,ये एप्प कभी भी धोखा दे सकती है,sad
942,ये एप्प बहुत फसने लग गया है यार,sad
943,ये ऐप कुछ ख़ास नहीं है,sad
944,ये काम बहुत अच्छा किया तूने,happy
945,ये कैब कहा रह गया यार,angry
946,ये कैब फिरसे से टाइम पे बुक नहीं हुई,sad
947,ये कैब वाला कहा मर गया,angry
948,ये कैसा घटिया प्लान है,angry
949,ये कैसे होगा,neutral
950,ये क्या बकवास है,angry
951,ये क्या है,neutral
952,ये चैनल कैसे चालू करूँ,neutral
953,ये चैनल्स का रेट इतना ज्यादा क्यों कर देते है बार बार,angry
954,ये तो अच्छा है,happy
955,ये तो चौंकाने वाला है कि तुमने इतनी जल्दी यह सब कर दिखाया।,surprise
956,ये देखके उसकी चीख निकल गयी,fear
957,ये दोनों ठहरे कामचोर भाग निकले,disgust
958,ये मज़ेदार है,happy
959,ये होटल अच्छा है,happy
960,ये होटल का प्राइस इतना ज़्यादा क्यों दिखा रहा है,neutral
961,रमजान के पूरे तीस रोजों के बाद ईद आयी है,neutral
962,रसोई में बिखरे हुए गंदे बर्तन और सड़े हुए खाना देखकर उसने सोचा कि वह वहां और नहीं रह सकता।,disgust
963,राजा ने व्यंग्यपूर्ण मुस्कान के साथ पूछा 'यह कौन महिला तुम्हें राजा केकर्त्तव्य का उपदेश दे रही थी,surprise
964,रात के अंधेरे में घर के बाहर फैली गंदगी को देखकर वह बहुत परेशान हो गया।,disgust
965,रात के अंधेरे में सड़क पर पड़े हुए गंदे कचरे और खराब पदार्थों की गंध ने उसे बहुत परेशान किया।,disgust
966,रात के अंधेरे में सड़क पर फैली गंदगी और कचरे को देखकर वह दंग रह गया।,disgust
967,रात के सन्नाटे में अचानक दरवाजे पर जोर से धमाका हुआ जिससे वह घबराकर उठ बैठा और उसकी सांसें तेज हो गईं।,fear
968,रात के समय सूनसान सड़क पर चलते हुए हर परछाई से उसे डर लगने लगा।,fear
969,रात को ये लोग चोरों से तो कहते हैं चोरी करो और आप दूसरे मुहल्ले में जाकर 'जागते रहो,neutral
970,रात में अजनबी की आवाज सुनकर उसके रोंगटे खड़े हो गए और वह डर के मारे कांपने लगी।,fear
971,रात में अजनबी की आवाज सुनकर उसके रोंगटे खड़े हो गए।,fear
972,रात में खिड़की पर अचानक हुई दस्तक से उसकी नींद उड़ गई और वह डर के मारे जाग गई उसकी सांसें तेज हो रही थीं।,fear
973,रात में खिड़की पर अचानक हुई दस्तक से उसकी नींद उड़ गई और वह डर के मारे जाग गई।,fear
974,रात-दिन यही मनाया करती कि भगवान् यहाँ से ले चलो,sad
975,रामधन मिश्र इन प्रश्नों पर मुग्ध हुए जाते थे,happy
976,रामधन मिश्र और जुम्मन के दूसरे विरोधियों ने बुढ़िया को मन में बहुत कोसा,angry
977,रिचार्ज करने के लिए धन्यवाद मेरे हीरो,happy
978,रिमझिम को स्वाति की मम्मी से मिलकर बहुत अच्छा लगा,happy
979,रिमझिम दौड़ कर उसके गले लग गई,happy
980,रीस्टार्ट करने पे भी नहीं हो रहा,sad
981,रुक जा कमबख्त तुझे सजा दूँ,disgust
982,रोज हाथ जला लेती हैं,neutral
983,लंड जैसा काम किया तुमने,angry
984,लंड बॉट है ये,angry
985,शायद कोई गीत गा रहा है,neutral
986,शाबाश,happy
987,शहर के जितने चोर-डाकू हैं सब इनसे मिले रहते हैं| उफ़!,disgust
988,शहर की गंदगी भरी गलियों में चलना उसे एक भयानक अनुभव लग रहा था।,disgust
989,शंका से उसका हृदय काँप रहा है,fear
990,व्हाट ध फ़क,angry
991,वैरी गुड,happy
992,वेस्ट ऑफ टाइम,angry
993,वेग से दौड़ती हुई तृष्णाएँ अकस्मात् न रोकी जा सकती थीं,neutral
994,वे लोग मेरी हालत पर तरस खा कर बगदाद ले आए,disgust
995,वे कहा करते थे-श्रीकंठ अपने बाप से दबता है इसीलिए वह दब्बू है,angry
996,वृक्षों पर अजीब हरियाली है खेतों में कुछ अजीब रौनक है आसमान पर कुछ अजीब लालिमा है| बहुत अच्छा!,happy
997,वूहू ! ! मज़ा आ गया,happy
998,वूहू ! !,happy
999,विक्कू खुश हो गया और हम सब पर भौंकने लगा,surprise
1000,वाह! मैंने कभी नहीं सोचा था कि तुम इस तरह का कोई काम कर सकते हो।,surprise
1001,वाह! बार-बार जेब से अपना खजाना निकालकर गिनते हैं और खुश होकर फिर रख लेते हैं,happy
1002,वाह! कितना मनोहर कितना सुहावना प्रभाव है,happy
1003,वाह! उनकी अपनी जेबों में तो कुबेर का धन भरा हुआ है,happy
1004,वाह यह तो एक अद्भुत खबर है कि तुम्हें इतनी बड़ी सफलता मिली है।,surprise
1005,वाओ ! !,happy
1006,वाओ ! ! ! यार क्या चीज़ बताई है तुमने,happy
1007,वाओ ! ! मेरी ट्रेन जल्दी आ,happy
1008,वाओ बैंगलोर की ट्रेन मिल गई,happy
1009,वाकई तारीफ के काबिल है,happy
1010,वाह ! ! ! क्या मौसम है,happy
1011,वाह ! ! ! सस्ती चीज बता दी यार,happy
1012,वाह भाई क्या बढ़िया डील मिली है,happy
1013,वाह यार सही डिस्काउंट चल रहा,happy
1014,वाह लाजवाब,happy
1015,वह होटल बेकार निकला,sad
1016,वह सारे दिन कुढ़ती रहती,sad
1017,वह रंग ही नहीं रहा,sad
1018,वह दिन-रात काम करता था,neutral
1019,वह डर के मारे कांपने लगी जब उसने महसूस किया कि कोई उसके पीछे खड़ा है।,fear
1020,वह चिल्लाता हुआ अंदर चला गया,fear
1021,वह गंदे और फटे हुए चादर को देखकर बहुत ही अस्वस्थ महसूस कर रहा था।,disgust
1022,वह गंदी झील के किनारे खड़ा था और पानी की बदबू उसे सहन नहीं हो रही थी।,disgust
1023,वह क्या जानें कि अब्बाजान क्यों बदहवास चौधरी कायमअली के घर दौड़े जा रहे हैं,sad
1024,वह उठे मगर पाँव थर-थर काँप रहे थे,fear
1025,वह इसके घर आया और इसे बहाने से यहाँ लाकर कुएँ में गिरा दिया,disgust
1026,वह अपनी जगह पर जम गई जब उसने देखा कि उसकी परछाई अचानक गायब हो गई है।,fear
1027,वह अपनी जगह पर जम गई जब उसने देखा कि उसकी परछाई अचानक गायब हो गई है और उसे लगा कि कोई अदृश्य शक्ति उसके साथ खेल रही है।,fear
1028,लोगों ने विस्मित हो कर देखा तो मिस्टर बालकृष्ण अपनी जगह पर खड़े थे,surprise
1029,लेकिन इतना होनहार होने के बावजूद भी सब सहपाठी उससे से नफरत करते थे,disgust
1030,लेकिन यह बेंच मुझे सबसे अच्छी लगती है,happy
1031,लीला- यह बात कौन नहीं जानता,neutral
1032,लीला- तुम जाओ अपनी महफिल में बैठो तुम्हें मेरी क्या फिक्र पड़ी है,angry
1033,लीला वास्तव में स्वर्ग की देवी है,happy
1034,लीला ने पति के हाथों से खेलते हुए कहा- यहाँ न आती तो तुम्हारा प्रेम कैसे पाती,happy
1035,लीला ने अपने हृदय की ओर उँगली दिखाकर कहा- यहाँ आ बैठो,neutral
1036,लीला को ऐसा क्रोध आया कि इसी समय चलकर इस कुलटा को आड़े हाथों लूँ ऐसा दुत्कारूँ कि वह भी याद करे खड़े-खड़े निकाल दूँ,angry
1037,लीला को इसमें और कोई सुख न था,sad
1038,लीला के पीछे सीतासरन पर भी फटकार पड़ती,angry
1039,लीला की सम्पत्ति को उसकी आँखों के सामने एक छलिनी चुराये लिये जाती थी,angry
1040,लालबिहारी जल गया थाली उठाकर पलट दी और बोला-जी चाहता है जीभ पकड़ कर खींच लूँ,angry
1041,लाजवाब जगह था वह,happy
1042,लाजवाब,happy
1043,ललचायी आँखों से सबकी ओर देखता है,surprise
1044,लड़के कहते-'जब तक दादा जीते हैं हम जीवन का आनंद भोग लें फिर तो यह ढोल गले पड़ेगी ही,disgust
1045,शिट यार फिर से चैनल्स बंद हो गए,sad
1046,शिट यार मेरी फ्लाइट डिले हो गयी,sad
1047,शुक्रिया तुम्हारा,happy
1048,शुक्रिया रिचार्ज करने के लिए दोस्त,happy
1049,श्रीकंठ की आँखें लाल हो गयीं,angry
1050,श्रीकंठ-इसलिए कि मुझे भी अपनी मान-प्रतिष्ठा का कुछ विचार है,angry
1051,सच में? मुझे तो इस बात का बिल्कुल अंदाजा नहीं था कि ऐसा भी हो सकता है।,surprise
1052,सड़क पर पड़े हुए जंगली कूड़े और कचरे ने उसके मन को पूरी तरह से परेशान कर दिया।,disgust
1053,सड़क पर पड़े हुए सड़े हुए फल देखकर उसे वाकई में उल्टी आ रही थी।,disgust
1054,सड़ी हुई मछली की गंध और उसकी स्थिति ने उसे पूरी तरह से परेशान कर दिया।,disgust
1055,सड़ी हुई सब्जियों की गंध ने उसके नथुनों को भर दिया जिससे वह तुरंत वहाँ से भाग गया।,disgust
1056,सड़े हुए आटे की गंध ने उसकी नाक में बहुत असहजता भर दी।,disgust
1057,सड़े हुए बासी चावल की गंध से भरी रसोई ने उसे बहुत परेशान किया।,disgust
1058,सबसे कम टाइम लगने वाली ट्रेन बताओ,neutral
1059,सबसे कम वाली बेस पैक कौन सी है,neutral
1060,सबसे सस्ता फ्लाइट का टिकट बुक कर दो इधर से मुंबई का,neutral
1061,सबसे सस्ती फ्लाइट कैसे पता चलेगी,neutral
1062,समझ नहीं आ रहा यार क्या करूँ मै,neutral
1063,सम्भव है मेरा जीवन उनके निर्दिष्ट मार्ग में बाधक हो,surprise
1064,सम्मी- और मेरी धोबिन रोज कपड़े धोयेगी,neutral
1065,सरदार हाथ जोड़कर बोला 'महाराज क्षमा करें,fear
1066,सर्दियों में घर के बगीचे में पड़े हुए गंदे और सड़े हुए पत्तों ने उसे हिला दिया।,disgust
1067,सर्विस इम्प्रूव करो,sad
1068,सहसा महादेव के कानों में आवाज़ आयी- सत्त गुरुदत्त शिवदत्त दाता राम के चरण में चित्त लागा,surprise
1069,सहसा सीतासरन ने आकर कहा- क्या दिन-भर रोती ही रहोगी,angry
1070,सही है,happy
1071,सारथी की जय हो,happy
1072,सारथी मदद करो,neutral
1073,साले मादरचोद हो तुम,angry
1074,साले मेरा पैसा कब तक आएगा,angry
1075,सीतासरन चलने लगे तो लीला ने उनका हाथ पकड़कर कहा- मैं न जाने दूँगी,fear
1076,सीतासरन नशे में चूर कभी गाता था कभी तालियाँ बजाता था,neutral
1077,सीतासरन ने लज्जित होकर कहा- उसे अँधेरी कोठरी मत कहो लीला,happy
1078,सीतासरन भी पहले तो बहुत रोया-धोया,sad
1079,सुनीता ने आँचल फैलाकर कहा महारानी बहुत सत्य कहती हैं पर अब तो उसका अपराध क्षमा कीजिए कहीं कुछ गलत न हो जाए।,fear
1080,सुन्दर एप है,happy
1081,सूखे भूसे के सिवा कुछ न दूंगी खाएं चाहें मरें,disgust
1082,सेवैयों के लिए दूध ओर शक्कर घर में है या नहीं इनकी बला से ये तो सेवेयाँ खायेंगे,neutral
1083,सॉरी यार गलती हो गयी,sad
1084,स्कूल में लंच के वक़्त कोई भी उसके साथ टिफ़िन नहीं खाता था,fear
1085,स्त्री चिढ़ गयी – “भागे इसलिए कि वे लोग तुम जैसे बुद्धुओं की तरह बैल को सहलाते नहीं खिलाते हैं तो रगड़कर जोतते भी हैं,disgust
1086,स्त्री ने रोब के साथ कहा – “बस तुम्हीं तो बैलों को खिलाना जानते हो और तो सभी पानी पिला-पिलाकर रखते हैं”,disgust
1087,हद है! मैंने सोचा भी नहीं था कि यह संभव हो सकता है।,surprise
1088,हम सही रास्ते जा रहे थे,neutral
1089,हमरी यात्रा सुखद नहीं थी,sad
1090,हमारे जीवन का यही एक अवलम्ब है?  महारानी हद है।,disgust
1091,हमारे द्रोही की सिफारिश लेकर हमारे पास आना इसके सिवा और क्या है कि तुम उसके अपराध को बाल-क्रीड़ा समझ रही हो,angry
1092,हमें आपसे ये उम्मीद नहीं थी,sad
1093,हमेशा ऐसे कैसे हो जाता है बेवकूफ एप,angry
1094,हर जगह नाच-रंग होने लगे,surprise
1095,हरदम खोयी-सी रहती न कपड़े-लत्तो की सुधि थी न खाने-पीने की,sad
1096,हरामज़ादे,angry
1097,हरामी,angry
1098,हलवे-पुलाव की वर्षा-सी की गयी,happy
1099,हंसते हंसते मर न जाऊं मै,happy
1100,हाँ मुझे यह पद और सम्मान प्यारा है,happy
1101,हामिद का बाप अमीना के सिवा और कौन है,neutral
1102,हामिद के पाँव में जूते नहीं हैं सिर पर एक पुरानी-धुरानी टोपी है जिसका गोटा काला पड़ गया है फिर भी वह प्रसन्न है,happy
1103,हामिद के पास कुल तीन पैसे हैं इतने महँगे खिलौने वह कैसे ले! कितना दुखद!,sad
1104,हामिद के लिए कुछ नहीं है तो दो पैसे का दूध तो चाहिए ही,sad
1105,हामिद बिरादरी से पृथक है,sad
1106,हाल फिलहाल में बारिश होने वाली है क्या,neutral
1107,हुर्रे ! ! ! एक नंबर कूपन मिल गया,happy
1108,हुर्रे ! ! ! क्या डील मिली है !,happy
1109,हुर्रे मस्त कैब मिल गयी,happy
1110,हे भगवान !  महाराज मुझे क्या कहेंगे,fear
1111,हे भगवान ! आज ईद का दिन उसके घर में दाना नहीं,sad
1112,हे भगवान ! किसी को पता क्या बीमारी है ?,fear
1113,हे भगवान !हामिद तो मोटर के नीचे जाते-जाते बचा,fear
1114,हे भगवान तू भैया को जिंदा घर लौटा चाहे मेरी मौत भेज दे,fear
1115,हे भगवान! उसे कैसे अकेले मेले जाने दे,fear
1116,हे भगवान! यह कैसे हुआ कि तुमने इतनी बड़ी समस्या का समाधान ढूंढ लिया।,surprise
1117,हेल्प करने के लिए धन्यवाद,happy
1118,हैरानी हुई लेकिन ध्यान से देखने पर पता चला कि कौआ एक मगरमच्छ की पीठ पर बैठा था,surprise
1119,होटल का खाना वाहियात था,sad
1120,होटल की लोकेशन अच्छी नही थी,sad
1121,होटल को कितनी रेटिंग मिली है,neutral
1122,होटल कौन से इलाके में है,neutral
1123,होटल तो ठीक ही था,neutral
1124,होटल तो लाजवाब है,happy
1125,होटल में स्विमिंग पूल और बार नहीं था यार,sad
1126,होटल मेरी एक्सपेक्टेशंस के हिसाब से नहीं था,sad
1127,होटल वाले ने मुझसे ज्यादा पैसा लिया,sad
1128,होटल वालों का बिहेवियर अच्छा नहीं था,sad
1129,होटल से व्यू अच्छा नहीं था,sad
